lambda,s_lambda,dlambda_ds
0.20755627813906954,0.409674334459251,0.7734032386215671
0.20805152576288147,0.41031444352267316,0.773982109972701
0.20854677338669336,0.4109540748395724,0.7745589931856447
0.20904202101050526,0.4115932307604516,0.77513389329666
0.20953726863431718,0.41223191362278844,0.7757068153122906
0.21003251625812908,0.4128701257511464,0.7762777642096005
0.21052776388194097,0.413507869457285,0.7768467449364139
0.2110230115057529,0.4141451470402681,0.777413762411543
0.2115182591295648,0.4147819607865716,0.7779788215250226
0.2120135067533767,0.4154183129701897,0.7785419271383388
0.2125087543771886,0.41605420585274044,0.779103084084653
0.2130040020010005,0.4166896416835697,0.7796622971690272
0.21349924962481243,0.41732462269985443,0.7802195711686452
0.21399449724862432,0.41795915112670445,0.7807749108330325
0.21448974487243624,0.4185932291772639,0.7813283208842716
0.21498499249624814,0.4192268590528105,0.781879806017219
0.21548024012006003,0.4198600429428551,0.7824293708997159
0.21597548774387196,0.4204927830252393,0.7829770201728004
0.21647073536768385,0.42112508146623207,0.7835227584509129
0.21696598299149578,0.42175694042062617,0.784066590322106
0.21746123061530767,0.42238836203183255,0.7846085203482442
0.21795647823911957,0.4230193484319747,0.7851485530652101
0.2184517258629315,0.4236499017419813,0.7856866929831021
0.21894697348674338,0.4242800240716784,0.7862229445864318
0.21944222111055528,0.4249097175198806,0.7867573123343201
0.2199374687343672,0.4255389841744811,0.7872898006606932
0.2204327163581791,0.426167826112541,0.7878204139744723
0.22092796398199102,0.4267962454003778,0.7883491566597653
0.22142321160580292,0.42742424409365276,0.7888760330760521
0.2219184592296148,0.4280518242374575,0.7894010475583738
0.22241370685342673,0.4286789878664,0.7899242044175188
0.22290895447723863,0.4293057370046891,0.7904455079401984
0.22340420210105055,0.42993207366621894,0.7909649623892349
0.22389944972486245,0.4305579998546518,0.791482572003738
0.22439469734867434,0.43118351756350093,0.7919983409992797
0.22488994497248627,0.4318086287762118,0.7925122735680739
0.22538519259629816,0.43243333546624296,0.793024373879148
0.22588044022011006,0.43305763959714616,0.7935346460785152
0.22637568784392198,0.43368154312264545,0.794043094289344
0.22687093546773388,0.4343050479867155,0.7945497226121291
0.2273661830915458,0.4349281561236595,0.7950545351248565
0.2278614307153577,0.4355508694581859,0.7955575358831715
0.2283566783391696,0.4361731899054846,0.796058728920538
0.2288519259629815,0.43679511937130255,0.7965581182484077
0.2293471735867934,0.43741665975201816,0.7970557078563736
0.22984242121060533,0.4380378129347155,0.7975515017123346
0.23033766883441723,0.4386585807972574,0.7980455037626492
0.23083291645822912,0.43927896520835813,0.798537717932295
0.23132816408204104,0.4398989680276553,0.7990281481250224
0.23182341170585294,0.4405185911057809,0.7995167982235056
0.23231865932966486,0.4411378362844319,0.8000036720894975
0.23281390695347676,0.44175670539644,0.8004887735639783
0.23330915457728865,0.44237520026584104,0.8009721064673052
0.23380440220110058,0.44299332270794317,0.8014536745993571
0.23429964982491247,0.44361107452939497,0.8019334817396848
0.23479489744872437,0.4442284575282525,0.802411531647655
0.2352901450725363,0.4448454734940462,0.802887828062589
0.23578539269634818,0.4454621242078463,0.8033623747039118
0.2362806403201601,0.4460784114423289,0.8038351752712865
0.236775887943972,0.4466943369618401,0.8043062334447576
0.2372711355677839,0.4473099025224605,0.804775552884887
0.23776638319159582,0.4479251098720686,0.8052431372328923
0.23826163081540772,0.4485399607504038,0.8057089901107821
0.23875687843921964,0.4491544568891288,0.8061731151214868
0.23925212606303153,0.44976860001189123,0.8066355158489981
0.23974737368684343,0.4503823918343851,0.8070961958584946
0.24024262131065535,0.4509958340644115,0.8075551586964762
0.24073786893446725,0.45160892840193834,0.8080124078908913
0.24123311655827914,0.4522216765391603,0.8084679469512689
0.24172836418209107,0.4528340801605577,0.8089217793688367
0.24222361180590296,0.45344614094295493,0.8093739086166593
0.24271885942971488,0.45405786055557856,0.8098243381497523
0.24321410705352678,0.4546692406601145,0.8102730714052117
0.24370935467733867,0.45528028291076517,0.8107201118023332
0.2442046023011506,0.45589098895430574,0.8111654627427387
0.2446998499249625,0.45650136043014006,0.8116091276104882
0.24519509754877442,0.4571113989703561,0.8120511097722067
0.2456903451725863,0.4577211061997805,0.8124914125771981
0.2461855927963982,0.4583304837360336,0.8129300393575646
0.24668084042021013,0.45893953318958275,0.8133669934283193
0.24717608804402202,0.4595482561637959,0.8138022780875058
0.24767133566783392,0.4601566542549948,0.8142358966163072
0.24816658329164584,0.46076472905250726,0.8146678522791636
0.24866183091545774,0.461372482138719,0.8150981483238803
0.24915707853926966,0.46197991508912567,0.8155267879817394
0.24965232616308156,0.46258702947238356,0.8159537744676144
0.25014757378689345,0.4631938268503604,0.8163791109800703
0.2506428214107054,0.4638003087781857,0.8168028007014803
0.25113806903451724,0.4644064768043001,0.8172248467981271
0.25163331665832916,0.4650123324705054,0.817645252420311
0.2521285642821411,0.4656178773120127,0.8180640207024567
0.25262381190595296,0.46622311285749146,0.8184811547632137
0.2531190595297649,0.4668280406291174,0.8188966577055639
0.2536143071535768,0.46743266214262,0.8193105326169196
0.2541095547773887,0.46803697890732987,0.81972278256923
0.2546048024012006,0.4686409924262255,0.8201334106190765
0.2551000500250125,0.46924470419597986,0.8205424198077766
0.25559529764882444,0.46984811570700624,0.8209498131614825
0.25609054527263636,0.470451228443504,0.8213555936912756
0.25658579289644823,0.4710540438835037,0.8217597643932674
0.25708104052026015,0.47165656349891216,0.8221623282486958
0.2575762881440721,0.47225878875555677,0.8225632882240168
0.25807153576788394,0.4728607211132295,0.8229626472710039
0.25856678339169586,0.47346236202573116,0.8233604083268399
0.2590620310155078,0.47406371294091393,0.8237565743142095
0.25955727863931966,0.474664775300725,0.8241511481413929
0.2600525262631316,0.475265550541249,0.8245441327023559
0.2605477738869435,0.47586604009275035,0.8249355308768417
0.26104302151075537,0.47646624537971494,0.8253253455304606
